id,name,address,addressInfo,zipcode,description,email,phone,website,hours,logo,language,date_needed,services_offered,restrictions,next_steps,nonprofit_ID
27d45f85-e5a5-4215-8519-0e92cb9afb61,National Council for Mental Wellbeing,"1400 K St NW #810, Washington, DC 20005, US","{""name"":""places/EiwxNDAwIEsgU3QgTlcgIzgxMCwgV2FzaGluZ3RvbiwgREMgMjAwMDUsIFVTQSIfGh0KFgoUChIJA9t8lJW3t4kRuqGcQteJUPYSAzgxMA"",""location"":{""latitude"":38.9022612,""longitude"":-77.0322992},""displayName"":{""text"":""1400 K St NW #810""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20005-2403"",""regionCode"":""US"",""addressLines"":[""1400 K St NW #810""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""1400 K St NW #810, Washington, DC 20005, USA"",""shortFormattedAddress"":""1400 K St NW #810, Washington""}",20005,"The National Council for Mental Wellbeing is a membership organization driving policy and social change for mental health and substance use treatment organizations, supporting millions of individuals and families.",,+1 202-684-7457,https://www.thenationalcouncil.org/,"[{""end"":""1899-12-31T22:00:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T22:00:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T22:00:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T22:00:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T22:00:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T22:00:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T22:00:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""}]",,"[""english"",""spanish""]",2-11-2023,"[""Mental health education""]",,Explore their website to learn more about their advocacy and resources for mental wellbeing.,81b420a5-9390-4ad4-8639-8ca96110827a
0cc8d48e-f4cc-4c1f-9b5f-989da37fef84,"The Dorm - Young Adult Intensive Outpatient Program (IOP) Treatment, Washington, D.C.","1814 N St NW, Washington, DC 20036, US","{""name"":""places/ChIJPQZwiMe3t4kRqZys1V8HEdY"",""location"":{""latitude"":38.9071341,""longitude"":-77.0428167},""displayName"":{""text"":""1814 N St NW""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20036"",""regionCode"":""US"",""addressLines"":[""1814 N St NW""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""1814 N St NW, Washington, DC 20036, USA"",""shortFormattedAddress"":""1814 N St NW, Washington""}",20036,"The Dorm offers intensive outpatient mental health treatment for young adults (ages 18-30), focusing on evidence-based therapies, life skills training, and partial residential treatment.",,+1 877-909-3676,https://thedorm.com/dc/,"[{""end"":""1899-12-31T23:59:59.999Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T23:59:59.999Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T23:59:59.999Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T23:59:59.999Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T23:59:59.999Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T23:59:59.999Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T23:59:59.999Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""arabic"",""farci"",""spanish"",""english"",""pashto""]",4-2-2023,"[""Mental health education""]",,Contact them to learn more about their program and treatment options for young adults.,81b420a5-9390-4ad4-8639-8ca96110827a
da75456b-233a-4dfc-8158-755a7aed380e,"Active Minds, Inc.","2001 S St NW #700, Washington, DC 20009, US","{""name"":""places/EiwyMDAxIFMgU3QgTlcgIzcwMCwgV2FzaGluZ3RvbiwgREMgMjAwMDksIFVTQSIfGh0KFgoUChIJIdyi1R-3t4kRpR48MOZECLwSAzcwMA"",""location"":{""latitude"":38.914348,""longitude"":-77.045174},""displayName"":{""text"":""2001 S St NW #700""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20009-1125"",""regionCode"":""US"",""addressLines"":[""2001 S St NW #700""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""2001 S St NW #700, Washington, DC 20009, USA"",""shortFormattedAddress"":""2001 S St NW #700, Washington""}",20009,"Active Minds is a leading non-profit organization supporting mental health awareness and education for young adults, with programs and chapters on college campuses.",,+1 202-332-9595,http://www.activeminds.org/,"[{""end"":""1899-12-31T19:00:00.000Z"",""start"":""1899-12-31T15:00:00.000Z""},{""end"":""1899-12-31T19:00:00.000Z"",""start"":""1899-12-31T15:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T19:00:00.000Z"",""start"":""1899-12-31T15:00:00.000Z""},{""end"":""1899-12-31T19:00:00.000Z"",""start"":""1899-12-31T15:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""farci"",""pashto""]",1-20-2023,"[""Mental health education""]",,Visit their website to find resources and information on mental health awareness and advocacy.,81b420a5-9390-4ad4-8639-8ca96110827a
de2d589c-9c9f-4f9b-8d24-13d3bf2f8e7f,SOME (So Others Might Eat),"71 O St NW, Washington, DC 20001, US","{""name"":""places/ChIJxWFoCfa3t4kR__y-GbPEhko"",""location"":{""latitude"":38.9088439,""longitude"":-77.01141969999999},""displayName"":{""text"":""71 O St NW""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20001-1258"",""regionCode"":""US"",""addressLines"":[""71 O St NW""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""71 O St NW, Washington, DC 20001, USA"",""shortFormattedAddress"":""71 O St NW, Washington""}",20001,"SOME offers various services including housing, food, and job training to help those experiencing homelessness and poverty in DC.",,+1 202-797-8806,http://www.some.org/,"[{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""arabic"",""spanish"",""pashto""]",1-20-2023,"[""Food Assistance"",""Job Training"",""Family support"",""Mental health education""]",,Visit their website or contact them directly.,81b420a5-9390-4ad4-8639-8ca96110827a
02fefc38-4c01-4a73-a13d-7821a477a83e,Year Up United,"1100 15th St NW Suite 900, Washington, DC 20005, US","{""name"":""places/Ei8xMTAwIDE1dGggU3QgTlcgIzkwMCwgV2FzaGluZ3RvbiwgREMgMjAwMDUsIFVTQSIfGh0KFgoUChIJ7yJVtr-3t4kRmYoPD3lbeUMSAzkwMA"",""location"":{""latitude"":38.9040748,""longitude"":-77.0350283},""displayName"":{""text"":""1100 15th St NW #900""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20005-1707"",""regionCode"":""US"",""addressLines"":[""1100 15th St NW #900""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""1100 15th St NW #900, Washington, DC 20005, USA"",""shortFormattedAddress"":""1100 15th St NW #900, Washington""}",20005,Year Up provides job training and internship opportunities to young adults from underserved communities.,,+1 202-730-1000,https://www.yearup.org/,"[{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T09:00:00.000Z""},{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T09:00:00.000Z""},{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T09:00:00.000Z""},{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T09:00:00.000Z""},{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T09:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""arabic"",""farci"",""spanish"",""english""]",2-21-2023,"[""Job Training"",""Education"",""Mentorship""]",,Apply through their website.,81b420a5-9390-4ad4-8639-8ca96110827a
030a726c-9a8f-4ba4-ad80-da7b2b329875,MENTOR (The National Mentoring Partnership),"2501 M St NW, Washington, DC 20037, US","{""name"":""places/ChIJwdbx_rS3t4kRxozoiyHmsy4"",""location"":{""latitude"":38.9054428,""longitude"":-77.0538565},""displayName"":{""text"":""2501 M St NW""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20037"",""regionCode"":""US"",""addressLines"":[""2501 M St NW""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""2501 M St NW, Washington, DC 20037, USA"",""shortFormattedAddress"":""2501 M St NW, Washington""}",20037,MENTOR works to increase mentoring relationships for young people and supports related organizations.,,+1 617-270-4600,https://www.mentoring.org/,"[{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T10:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T10:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T10:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T10:00:00.000Z""},{""end"":""1899-12-31T09:30:00.000Z"",""start"":""1899-12-31T08:30:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""english"",""spanish""]",1-17-2024,"[""Mentorship"",""Education""]",,Visit their website to find mentoring programs.,81b420a5-9390-4ad4-8639-8ca96110827a
5401a514-923c-4e7b-878a-0c3d32b93647,Food & Friends,"219 Riggs Rd NE, Washington, DC 20011, US","{""name"":""places/ChIJ2YMy7tDHt4kRqgkx7_HcWAI"",""location"":{""latitude"":38.9556,""longitude"":-77.00252259999999},""displayName"":{""text"":""219 Riggs Rd NE""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20011-2409"",""regionCode"":""US"",""addressLines"":[""219 Riggs Rd NE""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""219 Riggs Rd NE, Washington, DC 20011, USA"",""shortFormattedAddress"":""219 Riggs Rd NE, Washington""}",20011,Food & Friends prepares and delivers nutritious meals and groceries to people with life-challenging illnesses in the DC area.,,+1 202-269-2277,http://www.foodandfriends.org/,"[{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""}]",,"[""arabic"",""farci"",""spanish"",""pashto""]",8-4-2024,"[""Food Assistance""]",,Contact them to inquire about receiving meals or volunteering.,81b420a5-9390-4ad4-8639-8ca96110827a
4ff7a096-86c5-4cf6-9aaf-a1810547eb68,Bridges to Independence,"3015 Wilson Blvd Suite 400, Arlington, VA 22201, US","{""name"":""places/Ei8zMDE1IFdpbHNvbiBCbHZkICM0MDAsIEFybGluZ3RvbiwgVkEgMjIyMDEsIFVTQSI6GjgKMRIvChQKEglHbqmahra3iRF8OCmJmRjE1xDHFyoUChIJ6bpieSW0t4kRPvComhULFpASAzQwMA"",""location"":{""latitude"":38.8882361,""longitude"":-77.0944298},""displayName"":{""text"":""3015 Wilson Blvd #400""},""postalAddress"":{""locality"":""Arlington"",""postalCode"":""22201"",""regionCode"":""US"",""addressLines"":[""3015 Wilson Blvd #400""],""languageCode"":""en"",""administrativeArea"":""VA""},""formattedAddress"":""3015 Wilson Blvd #400, Arlington, VA 22201, USA"",""shortFormattedAddress"":""3015 Wilson Blvd #400, Arlington""}",22201,"Bridges to Independence empowers families experiencing homelessness in the DC metro area, offering shelter and support.",,+1 703-527-3186,https://www.bridges2.org/,"[{""end"":""1899-12-31T16:30:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T16:30:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T16:30:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T16:30:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T16:30:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""arabic"",""farci"",""spanish"",""english"",""pashto""]",9-23-2024,"[""Family support"",""Financial Assistance""]",,Visit their website or call to learn more.,81b420a5-9390-4ad4-8639-8ca96110827a
947e9160-b6e4-4cb5-97b5-eed488041332,Associated Black Charities Inc,"2 Hamill Road, 302 East Quadrangle, Baltimore, MD 21210, USA, East Quadrangle Building","{""name"":""places/ChIJA2jX9H4ayIkRMiOF5MiKXiA"",""location"":{""latitude"":39.3515003,""longitude"":-76.64556089999999},""displayName"":{""text"":""Specialists in Orthodontics - Cross Keys"",""languageCode"":""en""},""postalAddress"":{""locality"":""Baltimore"",""postalCode"":""21210"",""regionCode"":""US"",""addressLines"":[""East Quadrangle Building"",""2 Hamill Rd Suite 215""],""languageCode"":""en"",""administrativeArea"":""MD""},""formattedAddress"":""East Quadrangle Building, 2 Hamill Rd Suite 215, Baltimore, MD 21210, USA"",""shortFormattedAddress"":""East Quadrangle Building, 2 Hamill Rd Suite 215, Baltimore""}",21210,"Associated Black Charities is a racial equity organization that works as an educator, advocate, supporter, and convener to address and eliminate the barriers created by structural racism and to advance long-term solutions that create new opportunities for Black people to thrive.",info@associatedblackcharities.org,+1 410-659-0000,http://www.associatedblackcharities.org/,"[{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""}]",https://www.associatedblackcharities.org/wp-content/uploads/2021/04/associated-black-charities-logo.png,"[""arabic"",""farci"",""spanish"",""english""]",3-7-2024,"[""mental_health_education"",""legal_assistance""]",None,Visit website to learn more about their initiatives.,05a617ec-3e5e-43b8-b78b-3f0858e6a931
44460504-d3e2-4ebd-a058-de481c92a4e9,Inner City Family Services,"2307 Martin Luther King Jr Ave SE, Washington, DC 20020, US","{""name"":""places/ChIJnadkDcG5t4kREXHuN4yocG4"",""location"":{""latitude"":38.8633554,""longitude"":-76.99155429999999},""displayName"":{""text"":""2307 Martin Luther King Jr Ave SE""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20020-5813"",""regionCode"":""US"",""addressLines"":[""2307 Martin Luther King Jr Ave SE""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""2307 Martin Luther King Jr Ave SE, Washington, DC 20020, USA"",""shortFormattedAddress"":""2307 Martin Luther King Jr Ave SE, Washington""}",20020,Inner City Family Services provides behavioral health and substance use disorder services in Southeast D.C..,,+1 202-525-4855,https://www.innercityfamilyservices.com/,"[{""end"":""1899-12-31T16:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T16:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T16:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T16:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T16:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""arabic"",""farci"",""spanish"",""english""]",7-25-2024,"[""Mental health education"",""Family support""]",,Contact them for details on services and intake.,81b420a5-9390-4ad4-8639-8ca96110827a
2f362419-d66c-4548-aec6-4beb498eda42,Asian Pacific American Legal Resource Center (APALRC),"1627 K St NW Suite 700, Washington, DC 20006, US","{""name"":""places/EiwxNjI3IEsgU3QgTlcgIzcwMCwgV2FzaGluZ3RvbiwgREMgMjAwMDYsIFVTQSIfGh0KFgoUChIJl6gY6r63t4kR47iLYR2S8uISAzcwMA"",""location"":{""latitude"":38.9029479,""longitude"":-77.0376686},""displayName"":{""text"":""1627 K St NW #700""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20006"",""regionCode"":""US"",""addressLines"":[""1627 K St NW #700""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""1627 K St NW #700, Washington, DC 20006, USA"",""shortFormattedAddress"":""1627 K St NW #700, Washington""}",20006,APALRC advocates for the legal and civil rights of Asian Americans in the DC area.,,+1 202-393-3572,http://www.apalrc.org/,"[{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T08:30:00.000Z""},{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T08:30:00.000Z""},{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T08:30:00.000Z""},{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T08:30:00.000Z""},{""end"":""1899-12-31T17:00:00.000Z"",""start"":""1899-12-31T08:30:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""arabic"",""farci"",""english""]",2-6-2024,"[""Legal Assistance"",""Education""]",,Visit their website or call for legal assistance and resources.,81b420a5-9390-4ad4-8639-8ca96110827a
8928a245-7568-44be-a552-ba335646db78,Calvary Women's Services,"927 15th St NW, Washington, DC 20005, US","{""name"":""places/ChIJEWO4ipW3t4kRzIvR0f9_EHU"",""location"":{""latitude"":38.9021721,""longitude"":-77.03333119999999},""displayName"":{""text"":""927 15th St NW""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20005-2304"",""regionCode"":""US"",""addressLines"":[""927 15th St NW""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""927 15th St NW, Washington, DC 20005, USA"",""shortFormattedAddress"":""927 15th St NW, Washington""}",20005,"Calvary Women's Services offers programs for women experiencing homelessness in DC, including housing, healthcare, education, and job training.",,+1 202-783-4740,https://www.calvaryservices.org/,"[{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""arabic"",""farci"",""spanish"",""english"",""pashto""]",1-3-2022,"[""Education"",""Job Training"",""Mental health education"",""Family support""]",,Contact them to learn more.,81b420a5-9390-4ad4-8639-8ca96110827a
154d4d90-849e-4331-bdb5-d787963f276d,Food For All DC,"1810 16th St NW, Washington, DC 20009, US","{""name"":""places/ChIJWxIMBsO3t4kRxOaHjJ9diTg"",""location"":{""latitude"":38.9143608,""longitude"":-77.0368968},""displayName"":{""text"":""1810 16th St NW""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20009-3304"",""regionCode"":""US"",""addressLines"":[""1810 16th St NW""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""1810 16th St NW, Washington, DC 20009, USA"",""shortFormattedAddress"":""1810 16th St NW, Washington""}",20009,Food For All DC is a volunteer-run food pantry distributing food in the DC area.,,+1 202-642-6660,http://www.foodforalldc.org/,"[{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""},{""end"":""1899-12-31T17:30:00.000Z"",""start"":""1899-12-31T07:30:00.000Z""}]",,"[""english"",""spanish""]",1-9-2023,"[""Food Assistance""]",,Visit their website or contact them for distribution information.,81b420a5-9390-4ad4-8639-8ca96110827a
9abf0247-40f7-455a-ae97-93311f9737d7,Washington Area Lawyers for the Arts (WALA),"2020 Pennsylvania Ave NW #248, Washington, DC 20006, US","{""name"":""places/EjgyMDIwIFBlbm5zeWx2YW5pYSBBdmUgTlcgIzI0OCwgV2FzaGluZ3RvbiwgREMgMjAwMDYsIFVTQSIfGh0KFgoUChIJ3d-Tj7C3t4kR3YXyxV_9J2kSAzI0OA"",""location"":{""latitude"":38.90029579999999,""longitude"":-77.0457421},""displayName"":{""text"":""2020 Pennsylvania Ave NW #248""},""postalAddress"":{""locality"":""Washington"",""postalCode"":""20006-1811"",""regionCode"":""US"",""addressLines"":[""2020 Pennsylvania Ave NW #248""],""languageCode"":""en"",""administrativeArea"":""DC""},""formattedAddress"":""2020 Pennsylvania Ave NW #248, Washington, DC 20006, USA"",""shortFormattedAddress"":""2020 Pennsylvania Ave NW #248, Washington""}",20006,WALA provides legal and business services to artists and arts organizations in the DC area.,,+1 202-289-4441,http://www.waladc.org/,"[{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",,"[""arabic"",""spanish"",""pashto""]",4-26-2024,"[""Legal Assistance"",""Education""]",,Visit their website to learn more.,81b420a5-9390-4ad4-8639-8ca96110827a
3fad86f2-4b44-4e34-a1a4-66a103e86313,Associated Catholic Charities,"320 Cathedral St, Baltimore, MD 21201, US","{""name"":""places/ChIJIZzRtpgEyIkRUOPaOPQmncc"",""location"":{""latitude"":39.2937823,""longitude"":-76.6170345},""displayName"":{""text"":""320 Cathedral St""},""postalAddress"":{""locality"":""Baltimore"",""postalCode"":""21201-4421"",""regionCode"":""US"",""addressLines"":[""320 Cathedral St""],""languageCode"":""en"",""administrativeArea"":""MD""},""formattedAddress"":""320 Cathedral St, Baltimore, MD 21201, USA"",""shortFormattedAddress"":""320 Cathedral St, Baltimore""}",21201,"Catholic Charities of Baltimore has 80 programs across 200 locations in Maryland. They serve people in need in the areas of mental health, senior services, immigrants, and poverty relief.",info@cc-md.org,+1 667-600-2000,http://www.catholiccharities-md.org/,"[{""end"":""1899-12-31T19:00:00.000Z"",""start"":""1899-12-31T15:00:00.000Z""},{""end"":""1899-12-31T19:00:00.000Z"",""start"":""1899-12-31T15:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T19:00:00.000Z"",""start"":""1899-12-31T15:00:00.000Z""},{""end"":""1899-12-31T19:00:00.000Z"",""start"":""1899-12-31T15:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",https://cc-md.org/wp-content/uploads/2016/09/Catholic-Charities-Baltimore-Logo.png,"[""arabic"",""farci"",""english""]",7-21-2023,"[""immigrant_services"",""food_assistance"",""job_training""]",Vary by program,Visit website or call for information on specific programs.,05a617ec-3e5e-43b8-b78b-3f0858e6a931
66af511e-becb-418d-9f43-dde923892db7,Julie Community Center,"100 S Washington St, Baltimore, MD 21231, US","{""name"":""places/ChIJYxpV_3sEyIkRxL6t_nPit3g"",""location"":{""latitude"":39.2904699,""longitude"":-76.5893356},""displayName"":{""text"":""100 S Washington St""},""postalAddress"":{""locality"":""Baltimore"",""postalCode"":""21231-1937"",""regionCode"":""US"",""addressLines"":[""100 S Washington St""],""languageCode"":""en"",""administrativeArea"":""MD""},""formattedAddress"":""100 S Washington St, Baltimore, MD 21231, USA"",""shortFormattedAddress"":""100 S Washington St, Baltimore""}",21231,"The Julie Community Center works with residents of east/southeast Baltimore, particularly those on low or fixed incomes, to help them access needed resources and support, and develop instruments that combat poverty and urban decline, and foster individual and neighborhood pride, participation, and self-determination.",info@thejuliecommunitycenter.org,+1 410-675-6300,https://www.thejuliecommunitycenter.org/,"[{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T12:00:00.000Z"",""start"":""1899-12-31T08:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""},{""end"":""1899-12-31T00:00:00.000Z"",""start"":""1899-12-31T00:00:00.000Z""}]",https://www.thejuliecommunitycenter.org/wp-content/uploads/2018/02/JulieCommunityCenterLogo.png,"[""arabic"",""farci"",""english""]",1-3-2024,"[""mentorship"",""education"",""financial_assistance"",""job_training"",""legal_assistance""]",Serves residents of east/southeast Baltimore,Visit website or call to learn more about programs.,05a617ec-3e5e-43b8-b78b-3f0858e6a931
